Number,Theme,Subtheme,Year,RRP (USD),Value new (USD)
10823-1,Duplo,Batman,2017,29.99,23.29
10832-1,Duplo,,2017,14.99,12.28
10833-1,Duplo,,2017,19.99,16.04
10834-1,Duplo,,2017,29.99,22.54
10835-1,Duplo,,2017,39.99,53.47
10836-1,Duplo,,2017,59.99,61.72
10837-1,Duplo,,2017,29.99,47.31
10838-1,Duplo,,2017,9.99,12.86
10839-1,Duplo,,2017,24.99,20.2
10840-1,Duplo,,2017,79.99,71.57
10841-1,Duplo,,2017,39.99,40.39
10842-1,Duplo,Batman,2017,49.99,66.21
10843-1,Duplo,Mickey and the Roadster Racers,2017,14.99,26.47
10844-1,Duplo,Minnie,2017,39.99,49.95
10845-1,Duplo,,2017,24.99,18.76
10846-1,Duplo,Cars 3,2017,39.99,43.21
10847-1,Duplo,,2017,19.99,14.82
10849-1,Duplo,,2017,4.99,5.9
10850-1,Duplo,,2017,4.99,2.9
10851-1,Duplo,,2017,4.99,5.62
10852-1,Duplo,,2017,4.99,4.16
10855-1,Duplo,Disney Princess,2017,34.99,33.17
10856-1,Duplo,Cars 3,2017,19.99,13.73
10857-1,Duplo,Cars 3,2017,29.99,35.45
17101-1,Boost,,2017,159.99,139.4
21032-1,Architecture,Skylines,2017,29.99,115.49
21033-1,Architecture,Skylines,2017,39.99,139.4
21034-1,Architecture,Skylines,2017,39.99,37.62
21035-1,Architecture,Landmark Series,2017,79.99,123.31
21036-1,Architecture,Landmark Series,2017,39.99,76.4
21129-1,Minecraft,Minifig-scale,2017,19.99,55.05
21130-1,Minecraft,Minifig-scale,2017,29.99,53.7
21131-1,Minecraft,Minifig-scale,2017,39.99,108.0
21132-1,Minecraft,Minifig-scale,2017,49.99,168.2
21133-1,Minecraft,Minifig-scale,2017,59.99,146.61
21134-1,Minecraft,Minifig-scale,2017,69.99,84.73
21135-1,Minecraft,Minifig-scale,2017,59.99,120.16
21136-1,Minecraft,Minifig-scale,2017,119.99,213.65
21137-1,Minecraft,Minifig-scale,2017,249.99,880.17
21308-1,Ideas,Licensed,2017,49.99,42.25
21309-1,Ideas,NASA,2017,119.99,131.55
21310-1,Ideas,,2017,149.99,373.01
21312-1,Ideas,NASA,2017,24.99,42.89
30401-1,Friends,Summer,2017,3.99,3.46
30496-1,Star Wars,Rogue One,2017,3.99,4.95
30607-1,The LEGO Batman Movie,Promotional,2017,3.99,11.72
31054-1,Creator,3 in 1,2017,4.99,10.61
31055-1,Creator,3 in 1,2017,4.99,4.67
31056-1,Creator,3 in 1,2017,9.99,10.25
31057-1,Creator,3 in 1,2017,9.99,11.36
31058-1,Creator,3 in 1,2017,14.99,14.85
31059-1,Creator,3 in 1,2017,19.99,24.23
31060-1,Creator,3 in 1,2017,19.99,22.91
31062-1,Creator,3 in 1,2017,19.99,22.99
31063-1,Creator,3 in 1,2017,29.99,30.07
31064-1,Creator,3 in 1,2017,34.99,32.8
31065-1,Creator,3 in 1,2017,49.99,81.65
31066-1,Creator,3 in 1,2017,29.99,36.19
31067-1,Creator,3 in 1,2017,29.99,47.48
31068-1,Creator,3 in 1,2017,29.99,52.16
31069-1,Creator,3 in 1,2017,69.99,86.03
31070-1,Creator,3 in 1,2017,59.99,54.39
40170-1,City,General,2017,9.99,16.16
40171-1,Friends,Miscellaneous,2017,12.99,17.08
40174-1,Miscellaneous,Games,2017,54.99,66.94
40236-1,Seasonal,Valentine's Day,2017,9.99,15.96
40237-1,Seasonal,Easter,2017,9.99,12.95
40260-1,Seasonal,Halloween,2017,9.99,28.49
40261-1,Seasonal,Thanksgiving,2017,9.99,17.53
40262-1,Seasonal,Christmas,2017,9.99,16.14
40263-1,Seasonal,Christmas,2017,9.99,29.15
40264-1,Friends,Miscellaneous,2017,9.99,13.9
40269-1,Duplo,,2017,5.99,4.47
41143-1,Disney,Palace Pets,2017,5.99,7.11
41144-1,Disney,Palace Pets,2017,9.99,11.56
41145-1,Disney,The Little Mermaid,2017,29.99,57.0
41146-1,Disney,Cinderella,2017,39.99,45.0
41147-1,Disney,Frozen,2017,19.99,29.49
41148-1,Disney,Frozen,2017,79.99,68.2
41149-1,Disney,Moana,2017,24.99,36.3
41150-1,Disney,Moana,2017,39.99,72.41
41181-1,Elves,,2017,9.99,15.99
41182-1,Elves,,2017,19.99,22.56
41183-1,Elves,,2017,29.99,60.24
41184-1,Elves,,2017,39.99,50.93
41185-1,Elves,,2017,59.99,77.39
41186-1,Elves,,2017,19.99,24.73
41187-1,Elves,,2017,49.99,104.83
41188-1,Elves,,2017,69.99,70.77
41230-1,DC Super Hero Girls,,2017,24.99,22.3
41231-1,DC Super Hero Girls,,2017,29.99,21.78
41232-1,DC Super Hero Girls,,2017,79.99,68.53
41233-1,DC Super Hero Girls,,2017,14.99,12.27
41234-1,DC Super Hero Girls,,2017,14.99,14.16
41235-1,DC Super Hero Girls,,2017,19.99,46.92
41236-1,DC Super Hero Girls,,2017,19.99,20.64
41237-1,DC Super Hero Girls,,2017,44.99,44.55
41238-1,DC Super Hero Girls,,2017,59.99,66.66
41239-1,DC Super Hero Girls,,2017,99.99,104.13
41300-1,Friends,Dog Show,2017,19.99,25.86
41301-1,Friends,Dog Show,2017,14.99,16.3
41302-1,Friends,Dog Show,2017,4.99,8.68
41303-1,Friends,Dog Show,2017,4.99,6.19
41304-1,Friends,Dog Show,2017,4.99,6.16
41305-1,Friends,,2017,9.99,13.1
41306-1,Friends,Summer,2017,9.99,11.63
41307-1,Friends,,2017,9.99,15.04
41308-1,Friends,,2017,9.99,23.15
41309-1,Friends,,2017,9.99,11.97
41310-1,Friends,Party,2017,19.99,19.05
41311-1,Friends,,2017,29.99,42.99
41312-1,Friends,,2017,39.99,40.76
41313-1,Friends,Summer,2017,49.99,52.82
41314-1,Friends,,2017,69.99,122.49
41315-1,Friends,Summer,2017,19.99,16.87
41316-1,Friends,Summer,2017,29.99,26.07
41317-1,Friends,Summer,2017,69.99,67.97
41318-1,Friends,,2017,99.99,185.07
41319-1,Friends,Snow Resort,2017,24.99,29.88
41320-1,Friends,,2017,39.99,53.87
41321-1,Friends,Snow Resort,2017,14.99,21.51
41322-1,Friends,Snow Resort,2017,29.99,35.83
41323-1,Friends,Snow Resort,2017,39.99,50.79
41324-1,Friends,Snow Resort,2017,59.99,93.99
41325-1,Friends,,2017,39.99,78.36
41326-1,Friends,Seasonal,2017,29.99,22.38
41485-1,BrickHeadz,Star Wars,2017,9.99,25.75
41486-1,BrickHeadz,Star Wars,2017,9.99,43.12
41487-1,BrickHeadz,The LEGO Ninjago Movie,2017,9.99,37.01
41488-1,BrickHeadz,The LEGO Ninjago Movie,2017,9.99,26.36
41489-1,BrickHeadz,Star Wars,2017,19.99,26.5
41496-1,BrickHeadz,DC Comics Super Heroes,2017,39.99,320.0
41497-1,BrickHeadz,Marvel Super Heroes,2017,39.99,514.04
41498-1,BrickHeadz,Star Wars,2017,39.99,471.49
41585-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,35.52
41586-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,14.22
41587-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,19.67
41588-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,23.17
41589-1,BrickHeadz,Marvel Super Heroes,2017,9.99,45.0
41590-1,BrickHeadz,Marvel Super Heroes,2017,9.99,26.07
41591-1,BrickHeadz,Marvel Super Heroes,2017,9.99,13.49
41592-1,BrickHeadz,Marvel Super Heroes,2017,9.99,23.27
41593-1,BrickHeadz,Disney,2017,9.99,27.97
41594-1,BrickHeadz,Disney,2017,9.99,12.92
41595-1,BrickHeadz,Disney,2017,9.99,20.24
41596-1,BrickHeadz,Disney,2017,9.99,15.17
42057-1,Technic,,2017,19.99,23.42
42058-1,Technic,,2017,19.99,25.63
42059-1,Technic,,2017,19.99,34.93
42060-1,Technic,,2017,29.99,29.88
42061-1,Technic,,2017,39.99,41.19
42062-1,Technic,,2017,59.99,79.95
42063-1,Technic,,2017,59.99,117.0
42064-1,Technic,,2017,119.99,169.88
42065-1,Technic,,2017,99.99,104.89
42066-1,Technic,,2017,159.99,135.36
42068-1,Technic,,2017,99.99,144.52
42069-1,Technic,,2017,179.99,181.76
42070-1,Technic,,2017,289.99,269.77
45024-1,Education,Duplo,2017,184.95,226.46
60135-1,City,Police,2017,6.99,9.6
60136-1,City,Police,2017,9.99,12.54
60137-1,City,Police,2017,24.99,21.27
60138-1,City,Police,2017,39.99,38.16
60139-1,City,Police,2017,49.99,30.75
60140-1,City,Police,2017,69.99,103.02
60141-1,City,Police,2017,99.99,134.07
60142-1,City,Police,2017,19.99,37.79
60143-1,City,Police,2017,49.99,86.44
60144-1,City,Great Vehicles,2017,9.99,16.36
60145-1,City,Great Vehicles,2017,9.99,16.22
60146-1,City,Great Vehicles,2017,9.99,19.43
60147-1,City,Great Vehicles,2017,19.99,42.6
60148-1,City,Great Vehicles,2017,19.99,27.34
60149-1,City,Great Vehicles,2017,19.99,21.93
60150-1,City,Great Vehicles,2017,19.99,28.35
60151-1,City,Great Vehicles,2017,29.99,37.98
60152-1,City,Construction,2017,29.99,55.7
60153-1,City,Town,2017,39.99,41.35
60154-1,City,Town,2017,49.99,89.94
60155-1,City,Seasonal,2017,29.99,28.4
60156-1,City,Jungle,2017,6.99,6.38
60157-1,City,Jungle,2017,9.99,11.89
60158-1,City,Jungle,2017,19.99,23.57
60159-1,City,Jungle,2017,39.99,39.48
60160-1,City,Jungle,2017,59.99,57.43
60161-1,City,Jungle,2017,119.99,141.6
60162-1,City,Jungle,2017,149.99,205.19
60163-1,City,Coast Guard,2017,9.99,11.06
60164-1,City,Coast Guard,2017,19.99,25.91
60165-1,City,Coast Guard,2017,39.99,43.67
60166-1,City,Coast Guard,2017,59.99,57.88
60167-1,City,Coast Guard,2017,119.99,153.65
60168-1,City,Coast Guard,2017,29.99,34.02
60169-1,City,Cargo,2017,79.99,88.15
66546-1,The LEGO Batman Movie,Product Collection,2017,44.98,43.96
66580-1,City,Product Collection,2017,109.99,149.99
70347-1,Nexo Knights,Season 3,2017,9.99,10.24
70348-1,Nexo Knights,Season 3,2017,19.99,29.6
70349-1,Nexo Knights,Season 3,2017,19.99,53.24
70350-1,Nexo Knights,Season 3,2017,29.99,40.75
70351-1,Nexo Knights,Season 3,2017,49.99,78.2
70352-1,Nexo Knights,Season 3,2017,89.99,126.14
70353-1,Nexo Knights,Season 4,2017,29.99,62.56
70354-1,Nexo Knights,Season 4,2017,39.99,63.59
70355-1,Nexo Knights,Season 4,2017,59.99,81.82
70356-1,Nexo Knights,Season 4,2017,69.99,131.42
70357-1,Nexo Knights,Season 4,2017,129.99,147.84
70358-1,Nexo Knights,Season 3,2017,24.99,62.51
70359-1,Nexo Knights,Season 3,2017,24.99,45.12
70361-1,Nexo Knights,Season 4,2017,14.99,18.48
70362-1,Nexo Knights,Battle Suits,2017,9.99,27.76
70363-1,Nexo Knights,Battle Suits,2017,9.99,15.05
70364-1,Nexo Knights,Battle Suits,2017,9.99,35.45
70365-1,Nexo Knights,Battle Suits,2017,9.99,29.1
70366-1,Nexo Knights,Battle Suits,2017,9.99,7.17
70372-1,Nexo Knights,Combo NEXO Powers,2017,3.99,1.57
70373-1,Nexo Knights,Combo NEXO Powers,2017,3.99,1.89
70606-1,The LEGO Ninjago Movie,,2017,9.99,8.8
70607-1,The LEGO Ninjago Movie,,2017,19.99,20.67
70608-1,The LEGO Ninjago Movie,,2017,29.99,40.32
70609-1,The LEGO Ninjago Movie,,2017,29.99,33.69
70610-1,The LEGO Ninjago Movie,,2017,29.99,35.86
70611-1,The LEGO Ninjago Movie,,2017,29.99,74.64
70612-1,The LEGO Ninjago Movie,,2017,49.99,83.16
70613-1,The LEGO Ninjago Movie,,2017,59.99,124.38
70614-1,The LEGO Ninjago Movie,,2017,59.99,66.71
70615-1,The LEGO Ninjago Movie,,2017,69.99,102.53
70616-1,The LEGO Ninjago Movie,,2017,79.99,177.51
70617-1,The LEGO Ninjago Movie,,2017,99.99,122.59
70618-1,The LEGO Ninjago Movie,,2017,159.99,235.65
70620-1,The LEGO Ninjago Movie,,2017,299.99,693.17
70621-1,Ninjago,The Hands of Time,2017,9.99,26.72
70622-1,Ninjago,The Hands of Time,2017,19.99,53.99
70623-1,Ninjago,The Hands of Time,2017,29.99,76.26
70624-1,Ninjago,The Hands of Time,2017,29.99,50.66
70625-1,Ninjago,The Hands of Time,2017,49.99,96.72
70626-1,Ninjago,The Hands of Time,2017,59.99,229.91
70627-1,Ninjago,The Hands of Time,2017,79.99,160.84
70628-1,Ninjago,Spinjitzu Masters,2017,9.99,13.8
70629-1,The LEGO Ninjago Movie,,2017,19.99,24.6
70631-1,The LEGO Ninjago Movie,,2017,49.99,119.99
70632-1,The LEGO Ninjago Movie,,2017,89.99,109.7
70656-1,The LEGO Ninjago Movie,,2017,79.99,155.58
70900-1,The LEGO Batman Movie,,2017,14.99,16.3
70901-1,The LEGO Batman Movie,,2017,19.99,28.58
70902-1,The LEGO Batman Movie,,2017,19.99,18.02
70903-1,The LEGO Batman Movie,,2017,29.99,31.3
70904-1,The LEGO Batman Movie,,2017,34.99,27.79
70905-1,The LEGO Batman Movie,,2017,59.99,65.59
70906-1,The LEGO Batman Movie,,2017,49.99,71.33
70907-1,The LEGO Batman Movie,,2017,69.99,84.55
70908-1,The LEGO Batman Movie,,2017,79.99,72.34
70909-1,The LEGO Batman Movie,,2017,99.99,124.56
70910-1,The LEGO Batman Movie,,2017,19.99,25.13
70911-1,The LEGO Batman Movie,,2017,29.99,52.62
70912-1,The LEGO Batman Movie,,2017,149.99,203.27
70913-1,The LEGO Batman Movie,,2017,14.99,20.43
70914-1,The LEGO Batman Movie,,2017,49.99,56.84
70915-1,The LEGO Batman Movie,,2017,59.99,69.08
70916-1,The LEGO Batman Movie,,2017,89.99,95.46
70917-1,The LEGO Batman Movie,,2017,139.99,169.01
70922-1,The LEGO Batman Movie,,2017,269.99,518.8
71017-1,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,5.81
71017-2,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,5.83
71017-3,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,5.04
71017-4,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.01
71017-5,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,7.13
71017-6,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.69
71017-7,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.79
71017-8,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.18
71017-9,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.8
71017-10,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.24
71017-11,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.92
71017-12,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.25
71017-13,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.75
71017-14,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.67
71017-15,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.67
71017-16,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.74
71017-17,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.84
71017-18,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.28
71017-19,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.85
71017-20,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.43
71018-1,Collectable Minifigures,Series 17,2017,3.99,4.9
71018-2,Collectable Minifigures,Series 17,2017,3.99,2.9
71018-3,Collectable Minifigures,Series 17,2017,3.99,6.57
71018-4,Collectable Minifigures,Series 17,2017,3.99,4.89
71018-5,Collectable Minifigures,Series 17,2017,3.99,8.37
71018-6,Collectable Minifigures,Series 17,2017,3.99,5.75
71018-7,Collectable Minifigures,Series 17,2017,3.99,5.65
71018-8,Collectable Minifigures,Series 17,2017,3.99,4.17
71018-9,Collectable Minifigures,Series 17,2017,3.99,6.41
71018-10,Collectable Minifigures,Series 17,2017,3.99,4.76
71018-11,Collectable Minifigures,Series 17,2017,3.99,3.56
71018-12,Collectable Minifigures,Series 17,2017,3.99,3.12
71018-13,Collectable Minifigures,Series 17,2017,3.99,8.45
71018-14,Collectable Minifigures,Series 17,2017,3.99,4.0
71018-15,Collectable Minifigures,Series 17,2017,3.99,5.93
71018-16,Collectable Minifigures,Series 17,2017,3.99,5.03
71019-1,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.76
71019-2,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.6
71019-3,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,7.05
71019-4,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,6.31
71019-5,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,9.46
71019-6,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.52
71019-7,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,5.55
71019-8,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.49
71019-9,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.47
71019-10,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.82
71019-11,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.33
71019-12,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.23
71019-13,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.74
71019-14,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.12
71019-15,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.03
71019-16,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,5.15
71019-17,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.3
71019-18,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.37
71019-19,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,5.91
71019-20,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,7.11
71042-1,Pirates of the Caribbean,Dead Men Tell No Tales,2017,199.99,317.76
71255-1,Dimensions,Team Pack,2017,24.99,47.33
71264-1,Dimensions,Story Pack,2017,44.99,31.28
71266-1,Dimensions,Fun Pack,2017,14.99,11.42
71267-1,Dimensions,Level Pack,2017,29.99,25.64
71286-1,Dimensions,Fun Pack,2017,14.99,14.69
71287-1,Dimensions,Fun Pack,2017,14.99,14.66
71343-1,Dimensions,Fun Pack,2017,14.99,7.86
71344-1,Dimensions,Fun Pack,2017,14.99,14.53
71346-1,Dimensions,Team Pack,2017,24.99,10.87
71348-1,Dimensions,Fun Pack,2017,14.99,9.32
71349-1,Dimensions,Fun Pack,2017,14.99,28.28
75144-1,Star Wars,Ultimate Collector Series,2017,199.99,347.98
75160-1,Star Wars,MicroFighters,2017,9.99,11.87
75161-1,Star Wars,MicroFighters,2017,9.99,11.61
75162-1,Star Wars,Microfighters,2017,9.99,15.81
75163-1,Star Wars,Microfighters,2017,9.99,11.08
75164-1,Star Wars,Rogue One,2017,14.99,22.68
75165-1,Star Wars,Rogue One,2017,14.99,35.93
75166-1,Star Wars,The Force Awakens,2017,14.99,22.54
75167-1,Star Wars,Original Content,2017,14.99,27.83
75168-1,Star Wars,The Clone Wars,2017,24.99,44.1
75169-1,Star Wars,Episode I,2017,24.99,53.87
75170-1,Star Wars,Rebels,2017,29.99,102.46
75171-1,Star Wars,Rogue One,2017,49.99,89.9
75172-1,Star Wars,Rogue One,2017,59.99,103.62
75173-1,Star Wars,Episode IV,2017,19.99,23.24
75174-1,Star Wars,Episode VI,2017,29.99,60.82
75175-1,Star Wars,Episode VI,2017,39.99,84.52
75176-1,Star Wars,The Last Jedi,2017,29.99,30.35
75177-1,Star Wars,The Last Jedi,2017,49.99,43.89
75178-1,Star Wars,The Force Awakens,2017,49.99,66.42
75179-1,Star Wars,The Last Jedi,2017,79.99,143.31
75180-1,Star Wars,The Force Awakens,2017,79.99,66.94
75182-1,Star Wars,The Clone Wars,2017,24.99,84.22
75183-1,Star Wars,Episode III,2017,24.99,48.81
75184-1,Star Wars,Seasonal,2017,39.99,37.12
75185-1,Star Wars,Original Content,2017,69.99,74.99
75186-1,Star Wars,Original Content,2017,89.99,137.14
75187-1,Star Wars,The Last Jedi,2017,99.99,126.68
75188-3,Star Wars,The Last Jedi,2017,109.99,136.73
75189-1,Star Wars,The Last Jedi,2017,149.99,183.72
75190-1,Star Wars,The Last Jedi,2017,159.99,232.22
75191-1,Star Wars,Episode II,2017,99.99,228.19
75192-1,Star Wars,Ultimate Collector Series,2017,799.99,734.32
75523-1,Star Wars,Buildable Figures,2017,24.99,26.22
75524-1,Star Wars,Buildable Figures,2017,24.99,12.1
75525-1,Star Wars,Buildable Figures,2017,24.99,14.61
75526-1,Star Wars,Buildable Figures,2017,19.99,26.29
75528-1,Star Wars,Buildable Figures,2017,24.99,18.31
75529-1,Star Wars,Buildable Figures,2017,24.99,34.29
75530-1,Star Wars,Buildable Figures,2017,34.99,33.71
75531-1,Star Wars,Buildable Figures,2017,24.99,34.67
75532-1,Star Wars,Buildable Figures,2017,54.99,69.76
75877-1,Speed Champions,Mercedes,2017,14.99,45.32
75878-1,Speed Champions,Bugatti,2017,14.99,71.71
75879-1,Speed Champions,Ferrari,2017,14.99,37.07
75880-1,Speed Champions,McLaren,2017,14.99,38.9
75881-1,Speed Champions,Ford,2017,29.99,95.3
75882-1,Speed Champions,Ferrari,2017,49.99,113.11
75883-1,Speed Champions,Mercedes,2017,99.99,172.2
76068-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,13.9
76069-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,12.7
76070-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,10.46
76071-1,Marvel Super Heroes,Mighty Micros,2017,9.99,14.63
76072-1,Marvel Super Heroes,Mighty Micros,2017,9.99,17.99
76073-1,Marvel Super Heroes,Mighty Micros,2017,9.99,17.26
76075-1,DC Comics Super Heroes,DC Extended Universe,2017,29.99,44.05
76076-1,Marvel Super Heroes,Avengers,2017,19.99,42.7
76077-1,Marvel Super Heroes,Avengers,2017,29.99,59.5
76078-1,Marvel Super Heroes,Avengers,2017,59.99,104.08
76079-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,19.99,33.72
76080-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,29.99,61.47
76081-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,49.99,121.62
76082-1,Marvel Super Heroes,Spider-Man: Homecoming,2017,19.99,25.14
76083-1,Marvel Super Heroes,Spider-Man: Homecoming,2017,39.99,65.23
76084-1,Marvel Super Heroes,Thor: Ragnarok,2017,49.99,68.55
76085-1,DC Comics Super Heroes,DC Extended Universe,2017,19.99,17.95
76086-1,DC Comics Super Heroes,DC Extended Universe,2017,49.99,49.94
76087-1,DC Comics Super Heroes,DC Extended Universe,2017,129.99,120.77
76088-1,Marvel Super Heroes,Thor: Ragnarok,2017,59.99,111.63
853650-1,The LEGO Batman Movie,Miscellaneous,2017,19.99,32.23
853651-1,The LEGO Batman Movie,Miscellaneous,2017,12.99,11.6
853670-1,Seasonal,Christmas,2017,7.99,12.38
853676-1,Nexo Knights,,2017,12.99,14.44
853677-1,Nexo Knights,Battle Packs,2017,12.99,16.95
853687-1,Ninjago,The Hands of Time,2017,12.99,22.66
853702-1,The LEGO Ninjago Movie,Miscellaneous,2017,19.99,33.85
5004938-1,Ninjago,Promotional,2017,19.99,101.87
5004939-1,The LEGO Batman Movie,Promotional,2017,19.99,38.63
5004940-1,City,Jungle,2017,19.99,14.39
5004941-1,Collectable Minifigures,Combi-pack,2017,19.99,22.2
CELEB2017-1,Star Wars,Promotional,2017,39.99,550.0
3284-1,Explore,Bob the Builder,2003,5.0,30.0
3285-1,Explore,Bob the Builder,2003,5.0,30.0
3286-1,Explore,Bob the Builder,2003,5.0,9.18
3427-1,Sports,Basketball,2003,8.0,41.08
3428-1,Sports,Basketball,2003,10.0,34.0
3429-1,Sports,Basketball,2003,15.0,31.04
3431-1,Sports,Basketball,2003,20.0,64.72
3432-1,Sports,Basketball,2003,50.0,236.5
3433-1,Sports,Basketball,2003,80.0,463.97
3440-1,Sports,Basketball,2003,20.0,44.95
3511-1,Explore,Imagination,2003,10.0,19.31
3512-1,Explore,Imagination,2003,10.0,27.53
3513-1,Explore,Imagination,2003,10.0,14.92
3514-1,Explore,Imagination,2003,15.0,33.9
3515-1,Explore,Imagination,2003,20.0,67.98
3517-1,Explore,Imagination,2003,3.5,11.36
3518-1,Explore,Imagination,2003,3.5,10.41
3535-1,Sports,Gravity Games,2003,10.0,54.4
3536-1,Sports,Gravity Games,2003,15.0,69.5
3537-1,Sports,Gravity Games,2003,20.0,62.5
3538-1,Sports,Gravity Games,2003,30.0,136.34
3540-1,Sports,Hockey,2003,8.0,10.02
3541-1,Sports,Hockey,2003,8.0,12.01
3542-1,Sports,Hockey,2003,8.0,20.3
3543-1,Sports,Hockey,2003,8.0,15.88
3544-1,Sports,Hockey,2003,15.0,34.0
3548-1,Sports,Basketball,2003,4.0,15.0
3549-1,Sports,Basketball,2003,4.0,20.0
3550-1,Sports,Basketball,2003,4.0,21.55
3557-1,Sports,Hockey,2003,4.0,9.99
3558-1,Sports,Hockey,2003,4.0,5.49
3559-1,Sports,Hockey,2003,4.0,5.0
3560-1,Sports,Basketball,2003,8.0,18.46
3561-1,Sports,Basketball,2003,8.0,29.58
3562-1,Sports,Basketball,2003,8.0,32.15
3563-1,Sports,Basketball,2003,8.0,61.44
3564-1,Sports,Basketball,2003,8.0,26.98
3565-1,Sports,Basketball,2003,8.0,17.0
3566-1,Sports,Basketball,2003,8.0,38.0
3567-1,Sports,Basketball,2003,8.0,22.28
3584-1,Sports,Basketball,2003,8.0,20.82
3585-1,Sports,Gravity Games,2003,50.0,228.6
3586-1,Explore,Logic,2003,6.0,37.1
3587-1,Explore,Logic,2003,10.0,46.69
3588-1,Explore,Logic,2003,15.0,40.66
3589-1,Explore,Logic,2003,20.0,64.98
3590-1,Explore,Logic,2003,20.0,64.19
3656-1,Explore,Together,2003,40.0,53.8
4024-1,Creator,Seasonal,2003,15.0,33.72
4026-1,Creator,,2003,3.5,7.0
4027-1,Creator,,2003,3.5,7.0
4028-1,Creator,Bucket,2003,10.0,30.94
4048-1,Creator,Designer Set,2003,30.0,75.0
4090-1,Creator,Inventor Set,2003,14.99,51.35
4093-1,Creator,Inventor Set,2003,25.0,49.13
4094-1,Creator,Inventor Set,2003,40.0,90.0
4095-1,Creator,Inventor Set,2003,50.0,103.55
4096-1,Creator,Designer Set,2003,10.0,22.49
4097-1,Creator,Designer Set,2003,10.0,22.75
4098-1,Creator,Designer Set,2003,10.0,28.6
4099-1,Creator,Designer Set,2003,20.0,40.0
4100-1,Creator,Designer Set,2003,20.0,33.45
4101-1,Creator,Designer Set,2003,30.0,75.0
4401-1,Creator,Designer Set,2003,7.0,7.63
