Number,Theme,Subtheme,Year,RRP (USD),Value used (USD)
41143-1,Disney,Palace Pets,2017,5.99,4.36
41144-1,Disney,Palace Pets,2017,9.99,7.67
41145-1,Disney,The Little Mermaid,2017,29.99,50.0
41146-1,Disney,Cinderella,2017,39.99,28.77
41147-1,Disney,Frozen,2017,19.99,19.44
41148-1,Disney,Frozen,2017,79.99,60.0
41149-1,Disney,Moana,2017,24.99,20.85
41150-1,Disney,Moana,2017,39.99,42.12
41181-1,Elves,,2017,9.99,13.77
41182-1,Elves,,2017,19.99,18.97
41183-1,Elves,,2017,29.99,47.94
41184-1,Elves,,2017,39.99,37.82
41185-1,Elves,,2017,59.99,59.0
41186-1,Elves,,2017,19.99,18.0
41187-1,Elves,,2017,49.99,77.01
41188-1,Elves,,2017,69.99,53.65
41230-1,DC Super Hero Girls,,2017,24.99,8.0
41231-1,DC Super Hero Girls,,2017,29.99,12.5
41232-1,DC Super Hero Girls,,2017,79.99,54.1
41233-1,DC Super Hero Girls,,2017,14.99,5.07
41234-1,DC Super Hero Girls,,2017,14.99,12.95
41235-1,DC Super Hero Girls,,2017,19.99,26.57
41236-1,DC Super Hero Girls,,2017,19.99,21.31
41237-1,DC Super Hero Girls,,2017,44.99,34.99
41238-1,DC Super Hero Girls,,2017,59.99,58.0
41239-1,DC Super Hero Girls,,2017,99.99,90.0
41300-1,Friends,Dog Show,2017,19.99,14.99
41301-1,Friends,Dog Show,2017,14.99,12.25
41302-1,Friends,Dog Show,2017,4.99,4.41
41303-1,Friends,Dog Show,2017,4.99,4.02
41304-1,Friends,Dog Show,2017,4.99,4.62
41305-1,Friends,,2017,9.99,7.53
41306-1,Friends,Summer,2017,9.99,5.0
41307-1,Friends,,2017,9.99,9.3
41308-1,Friends,,2017,9.99,10.0
41309-1,Friends,,2017,9.99,5.95
41310-1,Friends,Party,2017,19.99,16.62
41311-1,Friends,,2017,29.99,21.88
41312-1,Friends,,2017,39.99,29.75
41313-1,Friends,Summer,2017,49.99,24.17
41314-1,Friends,,2017,69.99,59.11
41315-1,Friends,Summer,2017,19.99,9.42
41316-1,Friends,Summer,2017,29.99,22.0
41317-1,Friends,Summer,2017,69.99,38.11
41318-1,Friends,,2017,99.99,92.97
41319-1,Friends,Snow Resort,2017,24.99,23.74
41320-1,Friends,,2017,39.99,24.68
41321-1,Friends,Snow Resort,2017,14.99,12.88
41322-1,Friends,Snow Resort,2017,29.99,13.41
41323-1,Friends,Snow Resort,2017,39.99,30.0
41324-1,Friends,Snow Resort,2017,59.99,54.14
41325-1,Friends,,2017,39.99,45.0
41326-1,Friends,Seasonal,2017,29.99,14.03
41485-1,BrickHeadz,Star Wars,2017,9.99,10.0
41486-1,BrickHeadz,Star Wars,2017,9.99,25.42
41487-1,BrickHeadz,The LEGO Ninjago Movie,2017,9.99,23.27
41488-1,BrickHeadz,The LEGO Ninjago Movie,2017,9.99,14.1
41489-1,BrickHeadz,Star Wars,2017,19.99,30.0
41498-1,BrickHeadz,Star Wars,2017,39.99,305.2
41585-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,15.63
41586-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,8.88
41587-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,12.89
41588-1,BrickHeadz,DC Comics Super Heroes,2017,9.99,11.28
41589-1,BrickHeadz,Marvel Super Heroes,2017,9.99,21.49
41590-1,BrickHeadz,Marvel Super Heroes,2017,9.99,14.1
41591-1,BrickHeadz,Marvel Super Heroes,2017,9.99,11.66
41592-1,BrickHeadz,Marvel Super Heroes,2017,9.99,14.52
41593-1,BrickHeadz,Disney,2017,9.99,15.48
41594-1,BrickHeadz,Disney,2017,9.99,7.83
41595-1,BrickHeadz,Disney,2017,9.99,14.9
41596-1,BrickHeadz,Disney,2017,9.99,8.72
42057-1,Technic,,2017,19.99,8.69
42058-1,Technic,,2017,19.99,8.46
42059-1,Technic,,2017,19.99,11.41
42060-1,Technic,,2017,29.99,13.85
42061-1,Technic,,2017,39.99,19.11
42062-1,Technic,,2017,59.99,47.09
42063-1,Technic,,2017,59.99,62.24
42064-1,Technic,,2017,119.99,116.25
42065-1,Technic,,2017,99.99,68.07
42066-1,Technic,,2017,159.99,89.99
42068-1,Technic,,2017,99.99,76.79
42069-1,Technic,,2017,179.99,132.75
42070-1,Technic,,2017,289.99,197.82
60135-1,City,Police,2017,6.99,6.5
60136-1,City,Police,2017,9.99,6.8
60137-1,City,Police,2017,24.99,13.8
60138-1,City,Police,2017,39.99,20.39
60139-1,City,Police,2017,49.99,23.3
60140-1,City,Police,2017,69.99,62.67
60141-1,City,Police,2017,99.99,80.34
60142-1,City,Police,2017,19.99,27.5
60143-1,City,Police,2017,49.99,55.57
60144-1,City,Great Vehicles,2017,9.99,7.06
60145-1,City,Great Vehicles,2017,9.99,7.53
60146-1,City,Great Vehicles,2017,9.99,7.09
60147-1,City,Great Vehicles,2017,19.99,20.87
60148-1,City,Great Vehicles,2017,19.99,13.69
60149-1,City,Great Vehicles,2017,19.99,16.09
60150-1,City,Great Vehicles,2017,19.99,17.45
60151-1,City,Great Vehicles,2017,29.99,24.01
60152-1,City,Construction,2017,29.99,40.74
60153-1,City,Town,2017,39.99,32.5
60154-1,City,Town,2017,49.99,54.18
60155-1,City,Seasonal,2017,29.99,16.56
60156-1,City,Jungle,2017,6.99,4.0
60157-1,City,Jungle,2017,9.99,8.04
60158-1,City,Jungle,2017,19.99,13.37
60159-1,City,Jungle,2017,39.99,25.13
60160-1,City,Jungle,2017,59.99,42.03
60161-1,City,Jungle,2017,119.99,99.0
60162-1,City,Jungle,2017,149.99,126.41
60163-1,City,Coast Guard,2017,9.99,5.97
60164-1,City,Coast Guard,2017,19.99,14.27
60165-1,City,Coast Guard,2017,39.99,24.5
60166-1,City,Coast Guard,2017,59.99,37.49
60167-1,City,Coast Guard,2017,119.99,91.91
60168-1,City,Coast Guard,2017,29.99,26.46
60169-1,City,Cargo,2017,79.99,65.59
70347-1,Nexo Knights,Season 3,2017,9.99,6.45
70348-1,Nexo Knights,Season 3,2017,19.99,20.0
70349-1,Nexo Knights,Season 3,2017,19.99,16.22
70350-1,Nexo Knights,Season 3,2017,29.99,16.99
70351-1,Nexo Knights,Season 3,2017,49.99,47.98
70352-1,Nexo Knights,Season 3,2017,89.99,86.82
70353-1,Nexo Knights,Season 4,2017,29.99,41.14
70354-1,Nexo Knights,Season 4,2017,39.99,29.11
70355-1,Nexo Knights,Season 4,2017,59.99,34.78
70356-1,Nexo Knights,Season 4,2017,69.99,109.86
70357-1,Nexo Knights,Season 4,2017,129.99,108.03
70358-1,Nexo Knights,Season 3,2017,24.99,42.74
70359-1,Nexo Knights,Season 3,2017,24.99,27.21
70361-1,Nexo Knights,Season 4,2017,14.99,13.32
70362-1,Nexo Knights,Battle Suits,2017,9.99,12.2
70363-1,Nexo Knights,Battle Suits,2017,9.99,6.84
70364-1,Nexo Knights,Battle Suits,2017,9.99,11.05
70365-1,Nexo Knights,Battle Suits,2017,9.99,12.12
70366-1,Nexo Knights,Battle Suits,2017,9.99,8.71
70372-1,Nexo Knights,Combo NEXO Powers,2017,3.99,0.53
70606-1,The LEGO Ninjago Movie,,2017,9.99,5.68
70607-1,The LEGO Ninjago Movie,,2017,19.99,15.28
70608-1,The LEGO Ninjago Movie,,2017,29.99,50.0
70609-1,The LEGO Ninjago Movie,,2017,29.99,19.85
70610-1,The LEGO Ninjago Movie,,2017,29.99,21.23
70611-1,The LEGO Ninjago Movie,,2017,29.99,44.23
70612-1,The LEGO Ninjago Movie,,2017,49.99,51.54
70613-1,The LEGO Ninjago Movie,,2017,59.99,72.56
70614-1,The LEGO Ninjago Movie,,2017,59.99,59.31
70615-1,The LEGO Ninjago Movie,,2017,69.99,56.23
70616-1,The LEGO Ninjago Movie,,2017,79.99,123.28
70617-1,The LEGO Ninjago Movie,,2017,99.99,95.3
70618-1,The LEGO Ninjago Movie,,2017,159.99,181.64
70620-1,The LEGO Ninjago Movie,,2017,299.99,576.1
70621-1,Ninjago,The Hands of Time,2017,9.99,15.76
70622-1,Ninjago,The Hands of Time,2017,19.99,18.4
70623-1,Ninjago,The Hands of Time,2017,29.99,46.71
70624-1,Ninjago,The Hands of Time,2017,29.99,29.01
70625-1,Ninjago,The Hands of Time,2017,49.99,57.85
70626-1,Ninjago,The Hands of Time,2017,59.99,175.6
70627-1,Ninjago,The Hands of Time,2017,79.99,123.8
70628-1,Ninjago,Spinjitzu Masters,2017,9.99,7.11
70629-1,The LEGO Ninjago Movie,,2017,19.99,16.78
70631-1,The LEGO Ninjago Movie,,2017,49.99,64.6
70632-1,The LEGO Ninjago Movie,,2017,89.99,94.34
70656-1,The LEGO Ninjago Movie,,2017,79.99,124.34
70900-1,The LEGO Batman Movie,,2017,14.99,10.6
70901-1,The LEGO Batman Movie,,2017,19.99,12.6
70902-1,The LEGO Batman Movie,,2017,19.99,11.62
70903-1,The LEGO Batman Movie,,2017,29.99,22.03
70904-1,The LEGO Batman Movie,,2017,34.99,19.76
70905-1,The LEGO Batman Movie,,2017,59.99,38.44
70906-1,The LEGO Batman Movie,,2017,49.99,46.6
70907-1,The LEGO Batman Movie,,2017,69.99,43.46
70908-1,The LEGO Batman Movie,,2017,79.99,56.08
70909-1,The LEGO Batman Movie,,2017,99.99,80.95
70910-1,The LEGO Batman Movie,,2017,19.99,20.51
70911-1,The LEGO Batman Movie,,2017,29.99,32.5
70912-1,The LEGO Batman Movie,,2017,149.99,170.26
70913-1,The LEGO Batman Movie,,2017,14.99,13.29
70914-1,The LEGO Batman Movie,,2017,49.99,46.46
70915-1,The LEGO Batman Movie,,2017,59.99,48.4
70916-1,The LEGO Batman Movie,,2017,89.99,64.59
70917-1,The LEGO Batman Movie,,2017,139.99,162.23
70922-1,The LEGO Batman Movie,,2017,269.99,427.58
71017-1,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.36
71017-2,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.48
71017-3,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.67
71017-4,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.9
71017-5,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,4.75
71017-6,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.53
71017-7,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.0
71017-8,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.04
71017-9,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.56
71017-10,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.0
71017-11,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.08
71017-12,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.1
71017-13,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.62
71017-14,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.19
71017-15,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,1.98
71017-16,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.13
71017-17,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.92
71017-18,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.14
71017-19,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,3.59
71017-20,Collectable Minifigures,The LEGO Batman Movie,2017,3.99,2.27
71018-1,Collectable Minifigures,Series 17,2017,3.99,4.15
71018-2,Collectable Minifigures,Series 17,2017,3.99,2.17
71018-3,Collectable Minifigures,Series 17,2017,3.99,5.78
71018-4,Collectable Minifigures,Series 17,2017,3.99,3.92
71018-5,Collectable Minifigures,Series 17,2017,3.99,7.13
71018-6,Collectable Minifigures,Series 17,2017,3.99,4.95
71018-7,Collectable Minifigures,Series 17,2017,3.99,4.55
71018-8,Collectable Minifigures,Series 17,2017,3.99,3.57
71018-9,Collectable Minifigures,Series 17,2017,3.99,4.73
71018-10,Collectable Minifigures,Series 17,2017,3.99,3.59
71018-11,Collectable Minifigures,Series 17,2017,3.99,3.31
71018-12,Collectable Minifigures,Series 17,2017,3.99,2.95
71018-13,Collectable Minifigures,Series 17,2017,3.99,8.09
71018-14,Collectable Minifigures,Series 17,2017,3.99,3.24
71018-15,Collectable Minifigures,Series 17,2017,3.99,4.5
71018-16,Collectable Minifigures,Series 17,2017,3.99,4.82
71019-1,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.96
71019-2,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.91
71019-3,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.85
71019-4,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.35
71019-5,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.54
71019-6,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.31
71019-7,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.65
71019-8,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.73
71019-9,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.64
71019-10,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.6
71019-11,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.07
71019-12,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.07
71019-13,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.78
71019-14,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.46
71019-15,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.33
71019-16,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.65
71019-17,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,3.23
71019-18,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,2.6
71019-19,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.24
71019-20,Collectable Minifigures,The LEGO Ninjago Movie,2017,3.99,4.61
71042-1,Pirates of the Caribbean,Dead Men Tell No Tales,2017,199.99,260.44
71255-1,Dimensions,Team Pack,2017,24.99,49.99
71264-1,Dimensions,Story Pack,2017,44.99,24.21
71266-1,Dimensions,Fun Pack,2017,14.99,7.83
71267-1,Dimensions,Level Pack,2017,29.99,18.16
71286-1,Dimensions,Fun Pack,2017,14.99,11.43
71287-1,Dimensions,Fun Pack,2017,14.99,10.61
71343-1,Dimensions,Fun Pack,2017,14.99,5.03
71344-1,Dimensions,Fun Pack,2017,14.99,13.16
71346-1,Dimensions,Team Pack,2017,24.99,7.36
71348-1,Dimensions,Fun Pack,2017,14.99,7.25
71349-1,Dimensions,Fun Pack,2017,14.99,19.5
75144-1,Star Wars,Ultimate Collector Series,2017,199.99,267.22
75160-1,Star Wars,MicroFighters,2017,9.99,7.33
75161-1,Star Wars,MicroFighters,2017,9.99,7.39
75162-1,Star Wars,Microfighters,2017,9.99,8.8
75163-1,Star Wars,Microfighters,2017,9.99,8.28
75164-1,Star Wars,Rogue One,2017,14.99,20.31
75165-1,Star Wars,Rogue One,2017,14.99,30.76
75166-1,Star Wars,The Force Awakens,2017,14.99,16.2
75167-1,Star Wars,Original Content,2017,14.99,19.75
75168-1,Star Wars,The Clone Wars,2017,24.99,28.82
75169-1,Star Wars,Episode I,2017,24.99,38.78
75170-1,Star Wars,Rebels,2017,29.99,99.76
75171-1,Star Wars,Rogue One,2017,49.99,72.71
75172-1,Star Wars,Rogue One,2017,59.99,72.81
75173-1,Star Wars,Episode IV,2017,19.99,17.95
75174-1,Star Wars,Episode VI,2017,29.99,49.96
75175-1,Star Wars,Episode VI,2017,39.99,62.4
75176-1,Star Wars,The Last Jedi,2017,29.99,21.97
75177-1,Star Wars,The Last Jedi,2017,49.99,33.59
75178-1,Star Wars,The Force Awakens,2017,49.99,48.88
75179-1,Star Wars,The Last Jedi,2017,79.99,79.72
75180-1,Star Wars,The Force Awakens,2017,79.99,48.5
75182-1,Star Wars,The Clone Wars,2017,24.99,53.43
75183-1,Star Wars,Episode III,2017,24.99,35.78
75184-1,Star Wars,Seasonal,2017,39.99,11.71
75185-1,Star Wars,Original Content,2017,69.99,66.57
75186-1,Star Wars,Original Content,2017,89.99,90.21
75187-1,Star Wars,The Last Jedi,2017,99.99,82.44
75188-3,Star Wars,The Last Jedi,2017,109.99,108.58
75189-1,Star Wars,The Last Jedi,2017,149.99,116.6
75190-1,Star Wars,The Last Jedi,2017,159.99,168.4
75191-1,Star Wars,Episode II,2017,99.99,178.9
75192-1,Star Wars,Ultimate Collector Series,2017,799.99,677.01
75523-1,Star Wars,Buildable Figures,2017,24.99,27.44
75524-1,Star Wars,Buildable Figures,2017,24.99,5.0
75525-1,Star Wars,Buildable Figures,2017,24.99,7.92
75526-1,Star Wars,Buildable Figures,2017,19.99,15.01
75528-1,Star Wars,Buildable Figures,2017,24.99,11.7
75529-1,Star Wars,Buildable Figures,2017,24.99,22.82
75530-1,Star Wars,Buildable Figures,2017,34.99,20.66
75531-1,Star Wars,Buildable Figures,2017,24.99,24.71
75532-1,Star Wars,Buildable Figures,2017,54.99,50.21
75877-1,Speed Champions,Mercedes,2017,14.99,41.92
75878-1,Speed Champions,Bugatti,2017,14.99,53.23
75879-1,Speed Champions,Ferrari,2017,14.99,25.63
75880-1,Speed Champions,McLaren,2017,14.99,30.69
75881-1,Speed Champions,Ford,2017,29.99,60.2
75882-1,Speed Champions,Ferrari,2017,49.99,100.0
75883-1,Speed Champions,Mercedes,2017,99.99,149.99
76068-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,7.25
76069-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,7.14
76070-1,DC Comics Super Heroes,Mighty Micros,2017,9.99,6.2
76071-1,Marvel Super Heroes,Mighty Micros,2017,9.99,6.21
76072-1,Marvel Super Heroes,Mighty Micros,2017,9.99,8.32
76073-1,Marvel Super Heroes,Mighty Micros,2017,9.99,9.82
76075-1,DC Comics Super Heroes,DC Extended Universe,2017,29.99,26.85
76076-1,Marvel Super Heroes,Avengers,2017,19.99,26.7
76077-1,Marvel Super Heroes,Avengers,2017,29.99,41.96
76078-1,Marvel Super Heroes,Avengers,2017,59.99,91.32
76079-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,19.99,28.17
76080-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,29.99,45.4
76081-1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,49.99,100.71
76082-1,Marvel Super Heroes,Spider-Man: Homecoming,2017,19.99,17.99
76083-1,Marvel Super Heroes,Spider-Man: Homecoming,2017,39.99,44.54
76084-1,Marvel Super Heroes,Thor: Ragnarok,2017,49.99,54.99
76085-1,DC Comics Super Heroes,DC Extended Universe,2017,19.99,12.31
76086-1,DC Comics Super Heroes,DC Extended Universe,2017,49.99,29.8
76087-1,DC Comics Super Heroes,DC Extended Universe,2017,129.99,117.43
76088-1,Marvel Super Heroes,Thor: Ragnarok,2017,59.99,79.94
853650-1,The LEGO Batman Movie,Miscellaneous,2017,19.99,22.0
853651-1,The LEGO Batman Movie,Miscellaneous,2017,12.99,5.84
853670-1,Seasonal,Christmas,2017,7.99,7.51
853676-1,Nexo Knights,,2017,12.99,7.84
853677-1,Nexo Knights,Battle Packs,2017,12.99,7.95
853687-1,Ninjago,The Hands of Time,2017,12.99,13.04
5004938-1,Ninjago,Promotional,2017,19.99,119.95
5004939-1,The LEGO Batman Movie,Promotional,2017,19.99,19.63
5004941-1,Collectable Minifigures,Combi-pack,2017,19.99,12.0
CELEB2017-1,Star Wars,Promotional,2017,39.99,94.05
3285-1,Explore,Bob the Builder,2003,5.0,13.2
3286-1,Explore,Bob the Builder,2003,5.0,7.0
3427-1,Sports,Basketball,2003,8.0,12.97
3428-1,Sports,Basketball,2003,10.0,27.74
3429-1,Sports,Basketball,2003,15.0,23.45
3431-1,Sports,Basketball,2003,20.0,36.94
3432-1,Sports,Basketball,2003,50.0,66.14
3433-1,Sports,Basketball,2003,80.0,249.25
3440-1,Sports,Basketball,2003,20.0,37.67
3517-1,Explore,Imagination,2003,3.5,13.15
3535-1,Sports,Gravity Games,2003,10.0,8.01
3536-1,Sports,Gravity Games,2003,15.0,24.9
3537-1,Sports,Gravity Games,2003,20.0,29.84
3538-1,Sports,Gravity Games,2003,30.0,38.84
3540-1,Sports,Hockey,2003,8.0,4.0
3541-1,Sports,Hockey,2003,8.0,5.9
3542-1,Sports,Hockey,2003,8.0,7.99
3543-1,Sports,Hockey,2003,8.0,7.0
3544-1,Sports,Hockey,2003,15.0,12.2
3548-1,Sports,Basketball,2003,4.0,8.85
3549-1,Sports,Basketball,2003,4.0,8.2
3550-1,Sports,Basketball,2003,4.0,6.5
3557-1,Sports,Hockey,2003,4.0,1.82
3558-1,Sports,Hockey,2003,4.0,1.82
3559-1,Sports,Hockey,2003,4.0,3.48
3560-1,Sports,Basketball,2003,8.0,20.59
3561-1,Sports,Basketball,2003,8.0,37.4
3562-1,Sports,Basketball,2003,8.0,24.33
3563-1,Sports,Basketball,2003,8.0,20.53
3564-1,Sports,Basketball,2003,8.0,24.34
3565-1,Sports,Basketball,2003,8.0,24.33
3566-1,Sports,Basketball,2003,8.0,23.97
3567-1,Sports,Basketball,2003,8.0,15.0
3584-1,Sports,Basketball,2003,8.0,18.1
3585-1,Sports,Gravity Games,2003,50.0,89.0
3587-1,Explore,Logic,2003,10.0,17.0
3588-1,Explore,Logic,2003,15.0,39.0
3589-1,Explore,Logic,2003,20.0,50.0
3590-1,Explore,Logic,2003,20.0,25.4
3656-1,Explore,Together,2003,40.0,45.0
3696-1,Explore,Together,2003,7.0,10.59
3697-1,Explore,Together,2003,7.0,3.42
3699-1,Explore,Together,2003,10.0,9.0
4023-1,Creator,,2003,4.0,4.19
4024-1,Creator,Seasonal,2003,15.0,20.0
4026-1,Creator,,2003,3.5,4.16
4027-1,Creator,,2003,3.5,4.19
4028-1,Creator,Bucket,2003,10.0,21.98
4029-1,Creator,Bucket,2003,10.0,25.48
4090-1,Creator,Inventor Set,2003,14.99,20.25
4093-1,Creator,Inventor Set,2003,25.0,26.78
4094-1,Creator,Inventor Set,2003,40.0,50.0
4095-1,Creator,Inventor Set,2003,50.0,32.05
4096-1,Creator,Designer Set,2003,10.0,11.33
4097-1,Creator,Designer Set,2003,10.0,13.34
4098-1,Creator,Designer Set,2003,10.0,6.83
4099-1,Creator,Designer Set,2003,20.0,25.0
4100-1,Creator,Designer Set,2003,20.0,15.23
4101-1,Creator,Designer Set,2003,30.0,34.9
4401-1,Creator,Designer Set,2003,7.0,4.75
4402-1,Creator,Designer Set,2003,40.0,56.27
4403-1,Creator,Designer Set,2003,50.0,60.0
4404-1,Creator,Designer Set,2003,60.0,73.34
4475-1,Star Wars,Episode VI,2003,7.0,34.01
4476-1,Star Wars,Episode VI,2003,7.0,43.79
4477-1,Star Wars,Episode IV,2003,15.0,21.58
4478-1,Star Wars,Episode II,2003,20.0,60.93
4479-1,Star Wars,Episode V,2003,30.0,70.55
4480-1,Star Wars,Episode VI,2003,30.0,140.08
4481-1,Star Wars,Episode II,2003,50.0,106.9
4482-1,Star Wars,Episode II,2003,70.0,229.67
4483-1,Star Wars,Episode V,2003,100.0,175.69
4484-1,Star Wars,Mini Building Set,2003,4.0,9.72
4485-1,Star Wars,Mini Building Set,2003,4.0,6.25
4486-1,Star Wars,Mini Building Set,2003,4.0,8.06
4487-1,Star Wars,Mini Building Set,2003,4.0,7.18
4488-1,Star Wars,Mini Building Set,2003,7.0,17.47
4489-1,Star Wars,Mini Building Set,2003,7.0,22.11
4490-1,Star Wars,Mini Building Set,2003,7.0,20.33
4491-1,Star Wars,Mini Building Set,2003,7.0,7.22
4511-1,World City,Trains,2003,90.0,160.31
4512-1,World City,Trains,2003,139.99,215.93
4513-1,World City,Trains,2003,50.0,66.39
4514-1,World City,Trains,2003,19.99,43.97
4651-1,4 Juniors,City,2003,3.0,2.61
4652-1,4 Juniors,City,2003,10.0,7.93
4653-1,4 Juniors,City,2003,10.0,5.75
4654-1,4 Juniors,City,2003,15.0,30.02
4655-1,4 Juniors,City,2003,25.0,16.01
4657-1,4 Juniors,City,2003,40.0,11.81
4719-1,Harry Potter,Chamber of Secrets,2003,10.0,35.8
4720-1,Harry Potter,Chamber of Secrets,2003,20.0,78.05
4850-1,Spider-Man,,2003,20.0,56.93
4851-1,Spider-Man,Spider-Man,2003,30.0,153.75
4852-1,Spider-Man,Spider-Man,2003,50.0,132.26
5856-1,Belville,,2003,9.0,13.03
5857-1,Belville,,2003,20.0,29.32
5858-1,Belville,,2003,55.0,53.31
5859-1,Belville,,2003,9.0,14.19
5861-1,Belville,,2003,28.0,42.75
5862-1,Belville,,2003,48.0,124.62
7030-1,World City,Police and Rescue,2003,4.0,8.49
7031-1,World City,Police and Rescue,2003,10.0,6.98
7032-1,World City,Police and Rescue,2003,15.0,21.49
7033-1,World City,Police and Rescue,2003,20.0,26.26
7034-1,World City,Police and Rescue,2003,30.0,30.56
7035-1,World City,Police and Rescue,2003,50.0,54.73
7212-1,Creator,Designer Set,2003,10.0,18.1
7409-1,Adventurers,Orient Expedition,2003,4.0,9.24
7410-1,Adventurers,Orient Expedition,2003,8.0,12.88
7411-1,Adventurers,Orient Expedition,2003,10.0,17.0
7412-1,Adventurers,Orient Expedition,2003,10.0,25.86
7413-1,Adventurers,Orient Expedition,2003,10.0,15.15
7414-1,Adventurers,Orient Expedition,2003,20.0,85.24
7415-1,Adventurers,Orient Expedition,2003,20.0,33.71
7416-1,Adventurers,Orient Expedition,2003,20.0,47.99
7417-1,Adventurers,Orient Expedition,2003,30.0,79.88
7418-1,Adventurers,Orient Expedition,2003,50.0,108.17
7419-1,Adventurers,Orient Expedition,2003,90.0,272.33
7420-1,Adventurers,Orient Expedition,2003,8.0,17.99
7422-1,Adventurers,Orient Expedition,2003,4.0,9.4
7423-1,Adventurers,Orient Expedition,2003,4.0,4.73
7424-1,Adventurers,Orient Expedition,2003,4.0,9.12
7467-1,Discovery,,2003,15.0,34.63
7468-1,Discovery,,2003,20.0,70.95
7469-1,Discovery,,2003,30.0,70.0
7470-1,Discovery,,2003,50.0,130.0
7471-1,Discovery,,2003,90.0,147.28
7502-1,Clikits,,2003,4.0,2.0
7508-1,Clikits,,2003,7.0,11.49
7512-1,Clikits,,2003,15.0,5.49
8350-1,Racers,Drome Racers,2003,4.0,4.76
8353-1,Racers,Drome Racers,2003,20.0,13.0
8354-1,Racers,Drome Racers,2003,10.0,5.09
8355-1,Racers,Drome Racers,2003,10.0,4.96
8356-1,Racers,Drome Racers,2003,15.0,7.31
8357-1,Racers,Drome Racers,2003,15.0,6.5
8358-1,Racers,Drome Racers,2003,4.0,3.34
8359-1,Racers,Drome Racers,2003,4.0,2.79
8360-1,Racers,Drome Racers,2003,4.0,3.15
8363-1,Racers,Drome Racers,2003,40.0,25.0
8364-1,Racers,Drome Racers,2003,89.99,152.46
8365-1,Racers,Drome Racers,2003,70.0,40.26
8366-1,Racers,Drome Racers,2003,130.0,254.83
8370-1,Racers,Drome Racers,2003,10.0,3.26
8371-1,Racers,Drome Racers,2003,10.0,4.7
8374-1,Racers,Williams F1,2003,13.0,36.76
